date,campaign_id,channel,segment,discount_rate,impressions,clicks,sessions,add_to_cart,purchases,ad_spend,aov,revenue,ctr,cvr,roas
2025-04-19,C02080,Email,New,0.0,9739,667,614,43,24,0.0,97.22,2333.39,0.06848752438648732,0.03908794788273615,
2025-04-19,C02080,Email,Returning,0.0,29217,1906,1757,173,131,0.0,83.03,10876.53,0.06523599274395044,0.07455890722822994,
2025-04-19,C02083,Affiliate,New,0.0,37755,514,465,38,12,82.86,98.11,1177.34,0.013614090848894186,0.025806451612903226,14.208785903934347
2025-04-19,C02083,Affiliate,Returning,0.0,25170,469,428,51,13,71.33,79.71,1036.2,0.018633293603496227,0.030373831775700934,14.526847048927522
2025-04-20,C02096,Paid Search,New,0.0,142977,2569,2229,202,65,3588.23,105.06,6828.64,0.01796792491099967,0.029161058770749215,1.9030664143602836
2025-04-20,C02096,Paid Search,Returning,0.0,61275,1395,1382,81,46,2235.13,92.53,4256.39,0.02276621787025704,0.03328509406657019,1.9043142904439563
2025-04-20,C02094,Paid Social,New,0.0,201982,2251,2085,104,29,1825.93,96.43,2796.39,0.011144557435811112,0.013908872901678656,1.5314880636168964
2025-04-20,C02094,Paid Social,Returning,0.0,86563,1013,986,61,24,1058.25,91.83,2203.82,0.011702459480378452,0.02434077079107505,2.082513583746752
2025-04-20,C02096,TikTok,New,0.0,239563,2586,2143,192,29,1696.49,83.27,2414.77,0.01079465526813406,0.013532431171255249,1.4233918266538559
2025-04-20,C02096,TikTok,Returning,0.0,102669,1185,1009,66,14,886.59,72.43,1014.03,0.011541945475265172,0.013875123885034688,1.143741752106385
2025-04-20,C02093,Email,New,0.0,8829,475,442,32,22,0.0,92.9,2043.88,0.05379997734737796,0.049773755656108594,
2025-04-20,C02093,Email,Returning,0.0,26487,1223,1107,77,85,0.0,114.25,9711.02,0.04617359459357421,0.07678410117434507,
2025-04-20,C02094,Affiliate,New,0.0,40511,888,796,58,23,159.62,112.72,2592.65,0.021919972353188023,0.028894472361809045,16.242638767071796
2025-04-20,C02094,Affiliate,Returning,0.0,27007,486,443,36,17,79.27,87.93,1494.87,0.017995334542896285,0.03837471783295711,18.857953828686767
2025-04-21,C02102,Paid Search,New,0.0,135124,2431,2111,217,62,4448.31,87.9,5449.92,0.017990882448713774,0.02936996684036002,1.225166411513586
2025-04-21,C02102,Paid Search,Returning,0.0,57910,1060,941,78,33,1564.57,104.3,3441.89,0.01830426523916422,0.03506907545164718,2.199895178867037
2025-04-21,C02100,Paid Social,New,0.0,216748,3214,2824,180,63,3728.12,96.11,6055.07,0.014828279845719453,0.022308781869688384,1.6241617759085007
2025-04-21,C02100,Paid Social,Returning,0.0,92892,1230,1081,78,15,1165.16,86.14,1292.11,0.013241183309649915,0.013876040703052728,1.1089549933056402
2025-04-21,C02105,TikTok,New,0.0,238860,2268,1894,133,14,1482.66,87.21,1221.01,0.009495101733232855,0.007391763463569166,0.8235266345622058
2025-04-21,C02105,TikTok,Returning,0.0,102368,960,812,76,11,740.65,51.95,571.49,0.009377930603313536,0.013546798029556651,0.7716060217376629
2025-04-21,C02104,Email,New,0.0,10480,549,505,35,19,0.0,96.32,1830.07,0.05238549618320611,0.03762376237623762,
2025-04-21,C02104,Email,Returning,0.0,31440,1633,1626,178,105,0.0,107.23,11259.51,0.05194020356234097,0.06457564575645756,
2025-04-21,C02100,Affiliate,New,0.0,40235,714,632,59,17,119.72,95.28,1619.69,0.017745743755436808,0.02689873417721519,13.528984296692283
2025-04-21,C02100,Affiliate,Returning,0.0,26823,506,434,62,13,93.88,101.74,1322.68,0.01886440741154979,0.029953917050691243,14.089049850873456
2025-04-22,C02116,Paid Search,New,0.0,144577,2996,2753,234,52,4506.16,102.27,5317.87,0.020722521562904196,0.01888848528877588,1.1801334173664495
2025-04-22,C02116,Paid Search,Returning,0.0,61961,1300,1229,93,38,1908.99,86.42,3283.99,0.020980939623311438,0.030919446704637917,1.7202761669783497
2025-04-22,C02111,Paid Social,New,0.0,180998,1937,1787,156,26,2273.61,80.33,2088.61,0.010701775710228843,0.014549524342473419,0.9186316034852063
2025-04-22,C02111,Paid Social,Returning,0.0,77570,1077,975,78,25,1350.63,80.48,2012.03,0.013884233595462163,0.02564102564102564,1.489697400472372
2025-04-22,C02112,TikTok,New,0.0,234593,2532,2258,238,20,2078.66,83.64,1672.84,0.01079316092125511,0.008857395925597875,0.8047684566018493
2025-04-22,C02112,TikTok,Returning,0.0,100539,948,778,69,9,637.49,82.98,746.84,0.009429176737385492,0.011568123393316195,1.1715321024643524
2025-04-22,C02111,Email,New,0.0,8157,517,517,50,25,0.0,99.8,2495.11,0.06338114502880961,0.048355899419729204,
2025-04-22,C02111,Email,Returning,0.0,24473,1632,1569,108,111,0.0,101.19,11232.12,0.06668573530012667,0.07074569789674952,
2025-04-22,C02114,Affiliate,New,0.0,39299,734,670,74,20,95.7,88.98,1779.6,0.01867732003358864,0.029850746268656716,18.595611285266457
2025-04-22,C02114,Affiliate,Returning,0.0,26199,452,407,45,9,70.39,95.92,863.31,0.017252566891866102,0.022113022113022112,12.264668276743855
2025-04-23,C02120,Paid Search,New,0.0,133392,2851,2613,181,71,4390.31,106.82,7583.94,0.021373095837831355,0.027171833141982394,1.727426992626944
2025-04-23,C02120,Paid Search,Returning,0.0,57168,1239,1070,113,45,1937.41,97.57,4390.85,0.02167296389588581,0.04205607476635514,2.266350436923522
2025-04-23,C02122,Paid Social,New,0.0,211427,3233,2674,178,55,3310.5,85.16,4683.84,0.015291329867992262,0.02056843679880329,1.4148436792025374
2025-04-23,C02122,Paid Social,Returning,0.0,90611,1031,906,95,18,1140.98,74.46,1340.25,0.011378309476774344,0.019867549668874173,1.1746481095198864
2025-04-23,C02125,TikTok,New,0.0,243943,2096,1815,155,12,1534.88,61.77,741.25,0.00859217112194242,0.006611570247933884,0.4829367768164286
2025-04-23,C02125,TikTok,Returning,0.0,104547,929,786,54,11,551.86,81.82,900.02,0.008885955598917233,0.013994910941475827,1.6308846446562533
2025-04-23,C02122,Email,New,0.0,10366,753,753,75,33,0.0,76.27,2517.03,0.07264132741655412,0.043824701195219126,
2025-04-23,C02122,Email,Returning,0.0,31100,2039,1907,152,164,0.0,99.1,16252.36,0.06556270096463022,0.08599895123230204,
2025-04-23,C02122,Affiliate,New,0.0,36552,738,640,42,13,103.87,95.8,1245.34,0.020190413657255418,0.0203125,11.989409839222104
2025-04-23,C02122,Affiliate,Returning,0.0,24368,367,323,19,10,66.67,82.98,829.83,0.015060735390676297,0.030959752321981424,12.44682765861707
2025-04-24,C02132,Paid Search,New,0.0,122536,2342,2125,220,67,3283.87,87.1,5835.73,0.01911275053861722,0.03152941176470588,1.7770892270400471
2025-04-24,C02132,Paid Search,Returning,0.0,52515,1210,1109,44,50,2307.44,98.55,4927.7,0.02304103589450633,0.04508566275924256,2.135570155670353
2025-04-24,C02134,Paid Social,New,0.0,176447,2060,1831,144,29,2027.29,81.98,2377.47,0.011674893877481624,0.015838339705079193,1.1727330574313493
2025-04-24,C02134,Paid Social,Returning,0.0,75620,1041,930,94,24,1008.43,89.76,2154.15,0.013766199418143348,0.025806451612903226,2.1361423202403738
2025-04-24,C02135,TikTok,New,0.0,211580,2116,1752,130,15,1070.34,97.25,1458.68,0.01000094526892901,0.008561643835616438,1.3628192910663903
2025-04-24,C02135,TikTok,Returning,0.0,90677,887,808,80,11,579.47,83.4,917.38,0.00978197337803412,0.013613861386138614,1.5831363142181647
2025-04-24,C02136,Email,New,0.0,6830,419,388,29,13,0.0,111.53,1449.87,0.06134699853587116,0.03350515463917526,
2025-04-24,C02136,Email,Returning,0.0,20491,1261,1180,111,73,0.0,121.51,8870.16,0.06153921233712362,0.06186440677966102,
2025-04-24,C02134,Affiliate,New,0.0,27609,536,498,44,8,79.81,92.71,741.7,0.019413959216197617,0.01606425702811245,9.293321638892369
2025-04-24,C02134,Affiliate,Returning,0.0,18406,299,278,15,8,50.5,74.01,592.04,0.016244702814299686,0.02877697841726619,11.723564356435643
2025-04-25,C02141,Paid Search,New,0.0,137487,2604,2354,179,53,3859.73,68.96,3654.83,0.01893997250649152,0.022514868309260833,0.9469133851331569
2025-04-25,C02141,Paid Search,Returning,0.0,58923,1134,1064,107,38,2006.39,110.09,4183.47,0.01924545593401558,0.03571428571428571,2.085073191154262
2025-04-25,C02146,Paid Social,New,0.0,205555,2470,2100,249,43,3090.74,88.78,3817.59,0.012016248692564034,0.020476190476190478,1.235170218135463
2025-04-25,C02146,Paid Social,Returning,0.0,88095,863,729,65,20,904.75,105.54,2110.76,0.009796242692547818,0.027434842249657063,2.332975960210003
2025-04-25,C02146,TikTok,New,0.0,223008,2172,1768,184,13,1575.59,84.73,1101.46,0.009739560912613,0.007352941176470588,0.6990778057743449
2025-04-25,C02146,TikTok,Returning,0.0,95575,758,643,69,7,472.99,76.56,535.94,0.00793094428459325,0.01088646967340591,1.133089494492484
2025-04-25,C02143,Email,New,0.0,9496,525,522,29,19,0.0,72.55,1378.47,0.05528643639427127,0.03639846743295019,
2025-04-25,C02143,Email,Returning,0.0,28490,1594,1445,142,124,0.0,103.4,12821.33,0.055949455949455947,0.08581314878892733,
2025-04-25,C02144,Affiliate,New,0.0,41350,670,582,54,17,91.99,89.9,1528.26,0.016203143893591294,0.029209621993127148,16.613327535601698
2025-04-25,C02144,Affiliate,Returning,0.0,27566,532,466,53,15,67.25,87.89,1318.37,0.019299136617572373,0.032188841201716736,19.604014869888474
2025-04-26,C02155,Paid Search,New,0.0,137865,2841,2602,246,67,4684.54,81.67,5471.82,0.020607115656620607,0.025749423520368946,1.1680591904434587
2025-04-26,C02155,Paid Search,Returning,0.0,59085,1078,962,74,31,1765.41,96.11,2979.46,0.018244901413218245,0.032224532224532226,1.6876872794421691
2025-04-26,C02150,Paid Social,New,0.0,113914,1234,1071,67,25,1489.41,86.99,2174.7,0.010832733465596853,0.02334267040149393,1.4601083650573043
2025-04-26,C02150,Paid Social,Returning,0.0,48820,493,439,32,9,479.77,84.37,759.32,0.010098320360507989,0.02050113895216401,1.5826750317860643
2025-04-26,C02151,TikTok,New,0.0,283792,3125,2790,147,31,2422.2,79.95,2478.44,0.011011585950273439,0.011111111111111112,1.0232185616381804
2025-04-26,C02151,TikTok,Returning,0.0,121625,1091,969,118,14,679.88,78.22,1095.11,0.008970195272353546,0.014447884416924664,1.6107401306112843
2025-04-26,C02150,Email,New,0.0,8387,589,527,45,12,0.0,89.65,1075.85,0.07022773339692381,0.022770398481973434,
2025-04-26,C02150,Email,Returning,0.0,25162,1680,1568,197,87,0.0,93.71,8152.57,0.06676734758763214,0.05548469387755102,
2025-04-26,C02153,Affiliate,New,0.0,39783,683,613,65,17,118.02,84.87,1442.71,0.017168137144006234,0.02773246329526917,12.224284019657686
2025-04-26,C02153,Affiliate,Returning,0.0,26522,355,327,36,9,49.67,95.92,863.28,0.01338511424477792,0.027522935779816515,17.380310046305617
2025-04-27,C02162,Paid Search,New,0.0,147938,3186,2832,240,73,5479.79,89.75,6551.56,0.02153604888534386,0.02577683615819209,1.1955859622357792
2025-04-27,C02162,Paid Search,Returning,0.0,63402,961,893,60,30,1504.61,89.18,2675.25,0.015157250559919245,0.0335946248600224,1.7780355042170397
2025-04-27,C02164,Paid Social,New,0.0,131893,1449,1237,85,24,1756.1,83.21,1997.01,0.010986178189896355,0.019401778496362168,1.1371846705768465
2025-04-27,C02164,Paid Social,Returning,0.0,56525,759,688,65,15,781.32,90.06,1350.92,0.013427686864219373,0.02180232558139535,1.7290226795679107
2025-04-27,C02160,TikTok,New,0.0,252171,2341,2118,206,20,1807.76,90.56,1811.12,0.009283383101149617,0.009442870632672332,1.0018586538036023
2025-04-27,C02160,TikTok,Returning,0.0,108073,898,784,80,12,587.3,71.27,855.2,0.008309198412184356,0.015306122448979591,1.4561552869061811
2025-04-27,C02166,Email,New,0.0,10362,564,530,44,31,0.0,86.81,2691.18,0.05442964678633468,0.05849056603773585,
2025-04-27,C02166,Email,Returning,0.0,31086,1939,1764,161,126,0.0,116.67,14700.61,0.06237534581483626,0.07142857142857142,
2025-04-27,C02165,Affiliate,New,0.0,36481,749,667,54,13,114.21,102.58,1333.56,0.020531235437625067,0.019490254872563718,11.67638560546362
2025-04-27,C02165,Affiliate,Returning,0.0,24321,438,415,24,10,68.15,78.34,783.42,0.018009127914148267,0.024096385542168676,11.495524578136463
2025-04-28,C02175,Paid Search,New,0.0,152839,3146,2856,249,81,6397.87,73.44,5948.83,0.020583751529387132,0.028361344537815126,0.9298141412688911
2025-04-28,C02175,Paid Search,Returning,0.0,65502,1391,1288,127,50,2085.11,95.19,4759.72,0.021235992794113156,0.03881987577639751,2.282718897324362
2025-04-28,C02170,Paid Social,New,0.0,203600,2556,2187,198,50,3057.36,92.66,4632.91,0.01255402750491159,0.022862368541380886,1.5153302195358085
2025-04-28,C02170,Paid Social,Returning,0.0,87257,1049,933,65,26,1115.28,92.94,2416.45,0.012021958123703543,0.027867095391211148,2.1666756330248904
2025-04-28,C02171,TikTok,New,0.0,215742,2757,2254,250,16,1731.9,83.13,1330.12,0.012779152877047584,0.00709849157054126,0.7680120099312893
2025-04-28,C02171,TikTok,Returning,0.0,92460,991,895,122,12,741.83,65.16,781.91,0.01071814838849232,0.013407821229050279,1.0540285510157312
2025-04-28,C02172,Email,New,0.0,10284,683,644,60,26,0.0,102.24,2658.18,0.06641384675223648,0.040372670807453416,
2025-04-28,C02172,Email,Returning,0.0,30853,2082,1914,126,137,0.0,99.82,13675.19,0.06748128220918549,0.07157784743991641,
2025-04-28,C02175,Affiliate,New,0.0,38503,909,823,71,21,135.56,81.82,1718.26,0.023608549983118197,0.02551640340218712,12.675272941870759
2025-04-28,C02175,Affiliate,Returning,0.0,25668,524,473,31,13,79.18,90.0,1169.97,0.02041452392083528,0.02748414376321353,14.776079818135893
2025-04-29,C02180,Paid Search,New,0.0,123304,2371,2191,149,40,3491.64,83.36,3334.44,0.01922889768377344,0.018256503879507075,0.954978176444307
2025-04-29,C02180,Paid Search,Returning,0.0,52845,1081,989,92,32,2013.13,113.83,3642.58,0.0204560507143533,0.032355915065722954,1.8094112153710886
2025-04-29,C02182,Paid Social,New,0.0,167510,2149,1879,144,34,2290.61,86.54,2942.22,0.012829084830756373,0.018094731240021287,1.2844700756567027
2025-04-29,C02182,Paid Social,Returning,0.0,71790,801,683,61,15,912.82,98.39,1475.85,0.011157542833263685,0.021961932650073207,1.6168028746083563
2025-04-29,C02183,TikTok,New,0.0,238166,2462,2188,183,27,1756.34,73.79,1992.35,0.010337327746193831,0.012340036563071298,1.1343760319755856
2025-04-29,C02183,TikTok,Returning,0.0,102071,879,750,73,11,628.7,79.7,876.67,0.008611652673139285,0.014666666666666666,1.394417051057738
2025-04-29,C02182,Email,New,0.0,9014,586,555,43,22,0.0,93.45,2055.92,0.0650099844686044,0.03963963963963964,
2025-04-29,C02182,Email,Returning,0.0,27042,1750,1641,187,147,0.0,94.76,13930.39,0.06471414836180756,0.08957952468007313,
2025-04-29,C02185,Affiliate,New,0.0,37713,652,625,57,15,88.01,93.61,1404.2,0.017288468167475406,0.024,15.955005113055334
2025-04-29,C02185,Affiliate,Returning,0.0,25142,406,350,9,10,73.41,99.95,999.46,0.01614827778219712,0.02857142857142857,13.614766380602099
2025-04-30,C02196,Paid Search,New,0.0,115432,2130,1930,197,44,3014.22,98.26,4323.55,0.01845242220528103,0.022797927461139896,1.4343843515071895
2025-04-30,C02196,Paid Search,Returning,0.0,49471,1075,1038,147,48,2205.77,87.58,4203.84,0.021729902367043318,0.046242774566473986,1.9058378706755466
2025-04-30,C02191,Paid Social,New,0.0,186065,2074,1845,171,29,2125.71,72.16,2092.62,0.011146642302421197,0.015718157181571817,0.9844334363577345
2025-04-30,C02191,Paid Social,Returning,0.0,79742,1104,969,91,24,967.33,104.11,2498.56,0.013844648993002433,0.02476780185758514,2.5829448068394445
2025-04-30,C02192,TikTok,New,0.0,250031,2419,2092,127,26,1365.57,65.87,1712.71,0.00967480032475973,0.0124282982791587,1.254208865162533
2025-04-30,C02192,TikTok,Returning,0.0,107156,1000,899,52,12,595.85,77.54,930.52,0.009332188584866922,0.013348164627363738,1.5616682050851725
2025-04-30,C02191,Email,New,0.0,8270,519,474,39,26,0.0,94.94,2468.33,0.06275695284159613,0.05485232067510549,
2025-04-30,C02191,Email,Returning,0.0,24812,1626,1582,152,122,0.0,101.56,12390.21,0.06553280670643237,0.07711757269279393,
2025-04-30,C02194,Affiliate,New,0.0,36862,663,591,42,13,112.48,92.88,1207.4,0.017986001844718137,0.021996615905245348,10.734352773826458
2025-04-30,C02194,Affiliate,Returning,0.0,24575,504,434,34,17,68.75,100.51,1708.62,0.020508646998982707,0.03917050691244239,24.852654545454545
2025-05-01,C02204,Paid Search,New,0.0,130846,2150,2017,164,72,3374.75,103.76,7470.84,0.0164315301958027,0.035696579077838374,2.2137462034224757
2025-05-01,C02204,Paid Search,Returning,0.0,56077,1235,1054,121,51,1586.32,93.75,4781.44,0.022023289405638677,0.04838709677419355,3.0141711634474757
2025-05-01,C02206,Paid Social,New,0.0,188533,1870,1670,110,32,2121.67,96.57,3090.23,0.00991868797504946,0.019161676646706587,1.4565083165619535
2025-05-01,C02206,Paid Social,Returning,0.0,80800,1083,953,99,18,979.11,89.7,1614.53,0.013403465346534653,0.01888772298006296,1.6489771322936135
2025-05-01,C02200,TikTok,New,0.0,255875,3203,2750,238,40,2100.74,72.2,2887.82,0.012517830972154372,0.014545454545454545,1.3746679741424452
2025-05-01,C02200,TikTok,Returning,0.0,109660,1312,1097,80,16,1013.02,77.8,1244.75,0.011964253146087908,0.014585232452142206,1.2287516534717973
2025-05-01,C02206,Email,New,0.0,8479,484,476,46,28,0.0,87.53,2450.9,0.05708220308998703,0.058823529411764705,
2025-05-01,C02206,Email,Returning,0.0,25438,1540,1477,146,95,0.0,104.54,9930.84,0.06053935057787562,0.06431956668923494,
2025-05-01,C02205,Affiliate,New,0.0,32911,556,499,44,17,85.24,79.79,1356.47,0.016894047582875025,0.03406813627254509,15.913538244955422
2025-05-01,C02205,Affiliate,Returning,0.0,21940,378,343,37,12,65.99,94.26,1131.09,0.017228805834092982,0.03498542274052478,17.140324291559327
2025-05-02,C02210,Paid Search,New,0.0,122806,3107,2888,340,69,4954.78,110.94,7654.71,0.025300066771981825,0.02389196675900277,1.5449142040615327
2025-05-02,C02210,Paid Search,Returning,0.0,52631,989,904,99,36,1598.5,102.3,3682.98,0.018791206703273736,0.03982300884955752,2.304022521113544
2025-05-02,C02215,Paid Social,New,0.0,217526,2512,2288,214,38,2622.87,84.22,3200.53,0.01154804483142245,0.016608391608391608,1.2202396611345587
2025-05-02,C02215,Paid Social,Returning,0.0,93225,1068,982,68,21,1231.06,113.61,2385.81,0.011456154465004023,0.021384928716904276,1.9380127694832097
2025-05-02,C02210,TikTok,New,0.0,180742,1684,1356,30,11,1044.19,74.63,820.93,0.009317148200196966,0.008112094395280236,0.786188337371551
2025-05-02,C02210,TikTok,Returning,0.0,77461,780,632,48,8,623.06,97.42,779.36,0.010069583403260996,0.012658227848101266,1.2508586652970823
2025-05-02,C02216,Email,New,0.0,9834,566,566,32,16,0.0,93.24,1491.87,0.057555419971527355,0.028268551236749116,
2025-05-02,C02216,Email,Returning,0.0,29502,1727,1631,169,97,0.0,113.21,10981.54,0.05853840417598807,0.05947271612507664,
2025-05-02,C02215,Affiliate,New,0.0,35368,582,501,31,13,83.6,76.43,993.54,0.01645555304229812,0.02594810379241517,11.88444976076555
2025-05-02,C02215,Affiliate,Returning,0.0,23579,399,352,30,12,60.95,91.62,1099.42,0.016921837228041903,0.03409090909090909,18.038063986874487
2025-05-03,C02223,Paid Search,New,0.0,121079,2465,2156,145,73,4403.24,91.06,6647.61,0.020358608842160904,0.03385899814471243,1.509708759913155
2025-05-03,C02223,Paid Search,Returning,0.0,51891,1153,1061,110,36,1730.72,103.35,3720.49,0.022219652733614693,0.033930254476908575,2.14967759082925
2025-05-03,C02221,Paid Social,New,0.0,158509,1429,1264,136,22,1700.64,88.95,1956.91,0.009015260963099887,0.01740506329113924,1.1506903283469752
2025-05-03,C02221,Paid Social,Returning,0.0,67932,746,681,68,15,801.72,77.81,1167.19,0.010981569805099217,0.022026431718061675,1.4558574065758618
2025-05-03,C02226,TikTok,New,0.0,168437,1630,1423,91,12,1129.19,84.46,1013.53,0.009677208689302231,0.008432888264230498,0.8975725962858332
2025-05-03,C02226,TikTok,Returning,0.0,72187,679,584,63,11,496.0,94.03,1034.28,0.009406125756715199,0.018835616438356163,2.0852419354838707
2025-05-03,C02225,Email,New,0.0,8461,361,335,15,13,0.0,82.51,1072.58,0.042666351495095144,0.03880597014925373,
2025-05-03,C02225,Email,Returning,0.0,25385,1516,1477,137,125,0.0,94.05,11755.75,0.0597203072680717,0.08463100880162491,
2025-05-03,C02221,Affiliate,New,0.0,27890,425,371,24,9,62.27,91.59,824.31,0.015238436715668699,0.02425876010781671,13.23767464268508
2025-05-03,C02221,Affiliate,Returning,0.0,18593,335,312,29,8,48.57,94.36,754.88,0.018017533480342064,0.02564102564102564,15.542104179534691
2025-05-04,C02236,Paid Search,New,0.0,142652,2528,2311,183,69,4158.54,96.01,6624.7,0.017721447999327032,0.0298572046733016,1.5930350555723884
2025-05-04,C02236,Paid Search,Returning,0.0,61136,1491,1303,87,46,1999.81,102.64,4721.49,0.02438824914943732,0.035303146584804296,2.3609692920827476
2025-05-04,C02231,Paid Social,New,0.0,196358,2178,1868,141,23,2281.14,96.21,2212.72,0.011091985047718963,0.012312633832976445,0.9700062249576965
2025-05-04,C02231,Paid Social,Returning,0.0,84153,1085,1008,74,26,1077.24,97.07,2523.89,0.01289318265540147,0.025793650793650792,2.342922654190338
2025-05-04,C02232,TikTok,New,0.0,222615,1820,1615,143,15,1329.54,65.64,984.61,0.008175549715877186,0.009287925696594427,0.7405644057343141
2025-05-04,C02232,TikTok,Returning,0.0,95406,866,741,74,11,499.02,82.18,903.98,0.009076997253841477,0.014844804318488529,1.81151056069897
2025-05-04,C02231,Email,New,0.0,11756,853,828,68,30,0.0,88.65,2659.37,0.07255869343314053,0.036231884057971016,
2025-05-04,C02231,Email,Returning,0.0,35268,2182,2021,217,140,0.0,119.68,16755.34,0.06186911647952818,0.06927263730826323,
2025-05-04,C02231,Affiliate,New,0.0,40318,703,564,47,15,106.02,89.6,1344.0,0.017436380772855798,0.026595744680851064,12.676853423882287
2025-05-04,C02231,Affiliate,Returning,0.0,26878,406,372,36,13,64.58,103.97,1351.56,0.015105290572215194,0.03494623655913978,20.92846082378445
2025-05-05,C02242,Paid Search,New,0.0,122523,2477,2286,223,77,4837.67,110.93,8541.87,0.020216612391142887,0.0336832895888014,1.7656991898992698
2025-05-05,C02242,Paid Search,Returning,0.0,52510,1060,853,63,36,1628.42,88.59,3189.07,0.020186631117882308,0.04220398593200469,1.9583829724518245
2025-05-05,C02240,Paid Social,New,0.0,170139,2191,1825,167,25,2448.14,91.59,2289.74,0.012877705875783917,0.0136986301369863,0.9352978179352488
2025-05-05,C02240,Paid Social,Returning,0.0,72916,792,673,60,15,661.34,107.25,1608.82,0.010861813593724285,0.022288261515601784,2.432667009405147
2025-05-05,C02242,TikTok,New,0.0,214463,1801,1459,139,17,1376.81,80.49,1368.4,0.00839771895385218,0.011651816312542838,0.9938916771377315
2025-05-05,C02242,TikTok,Returning,0.0,91912,866,733,58,13,606.59,89.75,1166.77,0.009422055879536949,0.017735334242837655,1.9234903311957003
2025-05-05,C02241,Email,New,0.0,6953,314,292,29,15,0.0,103.22,1548.31,0.04516036243348195,0.05136986301369863,
2025-05-05,C02241,Email,Returning,0.0,20859,1494,1376,116,105,0.0,101.94,10703.83,0.07162375952826118,0.07630813953488372,
2025-05-05,C02240,Affiliate,New,0.0,32723,493,443,67,10,70.92,94.97,949.65,0.015065855820065397,0.022573363431151242,13.390439932318104
2025-05-05,C02240,Affiliate,Returning,0.0,21815,342,288,25,8,57.05,108.77,870.19,0.015677286270914508,0.027777777777777776,15.253111305872045
2025-05-06,C02255,Paid Search,New,0.0,123370,2546,2302,186,86,3170.96,89.3,7679.51,0.02063710788684445,0.03735881841876629,2.421824936296894
2025-05-06,C02255,Paid Search,Returning,0.0,52873,1032,975,68,29,1407.37,104.53,3031.29,0.01951846878368922,0.029743589743589743,2.1538685633486576
2025-05-06,C02250,Paid Social,New,0.0,203336,2284,1983,183,27,2585.62,109.96,2968.89,0.01123263957194004,0.01361573373676248,1.1482313719726798
2025-05-06,C02250,Paid Social,Returning,0.0,87144,937,856,96,20,694.29,100.47,2009.34,0.010752318002386853,0.02336448598130841,2.894093246337986
2025-05-06,C02251,TikTok,New,0.0,204073,2271,1963,141,15,1575.65,56.94,854.06,0.011128370730081882,0.007641365257259297,0.5420366198076983
2025-05-06,C02251,TikTok,Returning,0.0,87460,1106,977,100,18,927.03,92.67,1668.15,0.012645780928424423,0.01842374616171955,1.799456328274166
2025-05-06,C02250,Email,New,0.0,9180,538,527,39,30,0.0,86.86,2605.93,0.05860566448801743,0.056925996204933584,
2025-05-06,C02250,Email,Returning,0.0,27540,1817,1769,217,106,0.0,97.27,10310.45,0.06597676107480029,0.059920859242509894,
2025-05-06,C02253,Affiliate,New,0.0,33162,790,716,73,15,116.28,95.89,1438.37,0.02382244737953079,0.02094972067039106,12.36988304093567
2025-05-06,C02253,Affiliate,Returning,0.0,22108,438,383,17,11,77.58,81.26,893.87,0.01981183282069839,0.028720626631853787,11.521912864140242
2025-05-07,C02261,Paid Search,New,0.0,137169,3290,3011,259,81,5150.72,88.91,7201.77,0.02398501119057513,0.026901361673862503,1.3982064643389662
2025-05-07,C02261,Paid Search,Returning,0.0,58787,1337,1236,130,49,1931.64,100.48,4923.61,0.022743123479680882,0.03964401294498382,2.548927336356671
2025-05-07,C02266,Paid Social,New,0.0,172314,2104,1840,155,33,1915.33,111.2,3669.46,0.012210267302714812,0.017934782608695653,1.9158369575999958
2025-05-07,C02266,Paid Social,Returning,0.0,73849,674,599,54,14,798.58,98.24,1375.34,0.009126731573887256,0.02337228714524207,1.7222319617320743
2025-05-07,C02266,TikTok,New,0.0,208621,1946,1698,218,20,1354.46,85.56,1711.14,0.009327920008052881,0.011778563015312132,1.2633374186022475
2025-05-07,C02266,TikTok,Returning,0.0,89409,798,672,65,8,484.66,84.97,679.76,0.008925275978928296,0.011904761904761904,1.4025502414063467
2025-05-07,C02260,Email,New,0.0,9086,602,578,53,28,0.0,110.34,3089.64,0.0662557781201849,0.04844290657439446,
2025-05-07,C02260,Email,Returning,0.0,27259,1559,1438,52,110,0.0,101.84,11202.08,0.05719212003375032,0.07649513212795549,
2025-05-07,C02264,Affiliate,New,0.0,34042,544,502,43,13,82.36,91.26,1186.43,0.015980259679219788,0.025896414342629483,14.405415250121418
2025-05-07,C02264,Affiliate,Returning,0.0,22694,469,423,49,10,66.2,98.2,982.03,0.02066625539790253,0.02364066193853428,14.834290030211479
2025-05-08,C02273,Paid Search,New,0.0,123091,2427,2347,160,62,4242.51,99.12,6145.31,0.01971711985441665,0.026416702172986792,1.4485080765867375
2025-05-08,C02273,Paid Search,Returning,0.0,52753,1076,1011,90,36,1829.25,108.25,3897.0,0.020396944249616137,0.03560830860534125,2.130381303813038
2025-05-08,C02275,Paid Social,New,0.0,167512,2336,1889,96,47,2442.76,79.09,3717.19,0.0139452695926262,0.024880889359449446,1.5217172378784651
2025-05-08,C02275,Paid Social,Returning,0.0,71791,846,770,69,16,914.52,86.62,1385.89,0.011784206934016798,0.02077922077922078,1.5154288588549185
2025-05-08,C02274,TikTok,New,0.0,208510,2108,1778,161,16,1387.32,85.44,1366.99,0.01010982686681694,0.008998875140607425,0.9853458466683966
